name,category,addres_full,website,phone_number,rating,review_count,longitude,latitude,provinsi
Biro Psikologi Kreasi Center,Psychologist,"Biro Psikologi Kreasi Center, Jl. Guru Muchtar, RT.01/RW.12, Cimahpar, Kec. Bogor Utara, Kota Bogor, Jawa Barat 16155, Indonesia",tidak diketahui,+62 887-7126-98952,5,23.0,"106,8331679","-6,5877774",Jawa Barat
PT Swaparinama Biro Psikolog,Psychologist,"PT Swaparinama Biro Psikolog, Oint Lab, Graha Pos Indonesia, Jl. Banda No.30 Lt.2, Citarum, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40132, Indonesia",tidak diketahui,+62 817-7928-8248,4,8.0,"107,6173964","-6,906875",Jawa Barat
Padanan Consultant,Psychologist,"Padanan Consultant, Kampung Cigombong, Kec. Pacet, Kabupaten Cianjur, Jawa Barat 43253, Indonesia",tidak diketahui,+62 856-2021-098,5,1.0,"107,0483757","-6,7588418",Jawa Barat
Psikolog Pendidikan Ruang Peppermint,Psychologist,"Psikolog Pendidikan Ruang Peppermint, Jl. Pangandaran No.20 Blok B8, Katulampa, Bogor Timur, Bogor City, West Java 16144, Indonesia",http://www.ruangpeppermint.web.id/,+62 858-6443-3676,"4,9",36.0,"106,8225321","-6,6099104",Jawa Barat
Grafologi Indonesia,Psychologist,"Grafologi Indonesia, Jl. Haur Pancuh No.Kel, Lebak Gede, Coblong, Bandung City, West Java 40132, Indonesia",https://grafologiindonesia.com/,+62 813-1234-6162,5,43.0,"107,6192808","-6,8931532",Jawa Barat
Lembaga Psikologi Grahita Indonesia,Psychologist,"Lembaga Psikologi Grahita Indonesia, Pasadena Town House, Jl. Caringin No.9 No. X, Babakan Ciparay, Kec. Babakan Ciparay, Kota Bandung, Jawa Barat 40223, Indonesia",https://grahita.org/tag/lembaga-psikologi/,+62 812-2037-4790,"3,9",7.0,"107,5785534","-6,9445753",Jawa Barat
Integrated Psychological Service Center,Mental health service,"Integrated Psychological Service Center, Universitas Kristen Maranatha Jl. Prof. drg. Suria Sumantri, MPH. No. 65, Sukawarna, Kec. Sukajadi, Kota Bandung, Jawa Barat 40164, Indonesia",tidak diketahui,+62 22 2012186 ext. 1314,5,1.0,"107,5807506","-6,886442",Jawa Barat
HANABITA Sawangan Praktik Psikolog dan Pusat Terapi Tumbuh Kembang Anak,Psychologist,"HANABITA Sawangan Praktik Psikolog dan Pusat Terapi Tumbuh Kembang Anak, Jl. Pahlawan No.86, Cinangka, Sawangan, Depok City, West Java 16516, Indonesia",http://www.hanabita.com/,+62 877-8828-3336,5,14.0,"106,7544025","-6,3678294",Jawa Barat
Konsultan Psikologi dinamikaGama,Psychologist,"Konsultan Psikologi dinamikaGama, Klinik Pratama STIKes Muhammadiyah, Jl. Kalitanjung No.14/18A lantai 2, Harjamukti, Cirebon City, West Java 45143, Indonesia",http://psikologcirebon.com/,+62 819-1230-8834,"3,8",16.0,"108,5389857","-6,7461164",Jawa Barat
Grahita Indonesia Tasikmalaya,Psychologist,"Grahita Indonesia Tasikmalaya, Perumahan Andalusia Garden 2, Almeria No.26B, Mangkubumi, Kec. Mangkubumi, Kab. Tasikmalaya, Jawa Barat 46181, Indonesia",http://grahita.org/,+62 822-1178-1313,3,2.0,"108,1883174","-7,3408662",Jawa Barat
Vida Rumah Konsultasi dan Layanan Psikologi,Psychologist,"Vida Rumah Konsultasi dan Layanan Psikologi, Bantarjati, Bogor Utara, Bogor City, West Java, Indonesia",http://www.vidakita.com/,+62 812-1070-0207,5,5.0,"106,8168706","-6,5896432",Jawa Barat
Praktik Psikolog Yulia Irawati,Psychologist,"54PH+WV9 Praktik Psikolog Yulia Irawati, Jl. Ir. H. Juanda, Mekarsari, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat, Indonesia",tidak diketahui,+62 813-1332-2757,5,3.0,"107,129725","-6,8127032",Jawa Barat
Biro Psikologi EDUfa Counseling & EDUfa Autism Therapy Centre Garut,Psychologist,"Biro Psikologi EDUfa Counseling & EDUfa Autism Therapy Centre Garut, Komplek, Permata Hijau Land Jl. Raya Samarang No.E39, Sukagalih, Kec. Tarogong Kidul, Kabupaten Garut, Jawa Barat 44151, Indonesia",http://www.edufa.co.id/,+62 812-1801-7003,5,9.0,"107,8734912","-7,1995402",Jawa Barat
"Praktik Bersama Psikolog Klinis Erlinda Astriana, S.Psi., M.Psi., Psikolog, dkk (PBPKEA)",Psychologist,"Praktik Bersama Psikolog Klinis Erlinda Astriana, S.Psi., M.Psi., Psikolog, dkk (PBPKEA), Komplek PUSBEKANGAD, Jl. Sena No.28, RT.01/RW.05, Cibinong, Bogor Regency, West Java 16911, Indonesia",tidak diketahui,+62 811-9221-991,"3,8",5.0,"106,8479805","-6,4771116",Jawa Barat
Unit Layanan Psikologi UIN Sunan Gunung Djati Bandung,Psychologist,"Unit Layanan Psikologi UIN Sunan Gunung Djati Bandung, Jl. Soekarno-Hatta No.800, Cimenerang, Gedebage, Bandung City, West Java 40293, Indonesia",http://instagram.com/ulpuinbandung,+62 895-3718-70203,"4,6",30.0,"107,7050574","-6,9371156",Jawa Barat
Biro Psikologi Golden Kids,Psychologist,"Biro Psikologi Golden Kids, Jl. Mangga Raya No.7 ruko A6, Kalijaga, Kec. Harjamukti, Kabupaten Cirebon, Jawa Barat, Indonesia",https://instagram.com/goldenkids.gk.id?igshid=YmMyMTA2M2Y=,+62 878-7788-8851,5,14.0,"108,5589665","-6,7573036",Jawa Barat
MAXIMUS (Konsultan - Psikologi),Psychologist,"MAXIMUS (Konsultan - Psikologi), Jl. Sariasih II No.22, Sarijadi, Kec. Sukasari, Kota Bandung, Jawa Barat 40121, Indonesia",tidak diketahui,+62 815-6162-4688,"3,5",2.0,"107,5778165","-6,8751659",Jawa Barat
Schema Psikologi,Psychologist,"Schema Psikologi, Ruko Depok Maharaja, Blok A9 No.2,, Jl. Raya Sawangan, Mampang, Kec. Pancoran Mas, Kota Depok, Jawa Barat 16435, Indonesia",tidak diketahui,+62 898-7252-627,"4,4",7.0,"106,7931309","-6,3959553",Jawa Barat
Biro Psikologi Arunika,Psychologist,"Biro Psikologi Arunika, Jl. Dr. Wahidin Sudirohusodo No.62a, Sukapura, Kejaksan, Cirebon City, West Java 45122, Indonesia",https://www.instagram.com/biroarunika.psi?igsh=MzRlODBiNWFlZA==,+62 852-1391-0086,5,4.0,"108,5512883","-6,7082381",Jawa Barat
Soulutics - Psychology & HR Consultant,Psychologist,"Soulutics - Psychology & HR Consultant, Jl. Palayu Raya No.2, Bantarjati, Kec. Bogor Utara, Kota Bogor, Jawa Barat 16152, Indonesia",https://soulutics.id/,+62 851-8321-5588,5,16.0,"106,8127908","-6,5819143",Jawa Barat
SEKAR psychological Services,Psychologist,"SEKAR psychological Services, Windelrio Townhouse, Blok A No. 9, Jl. Brigjen Saptadji Hadiprawira, Semplak, Kec. Bogor Bar., Kota Bogor, Jawa Barat 16112, Indonesia",https://instagram.com/sekar_sekolahkeluarga?igshid=MzNlNGNkZWQ4Mg==,+62 821-2208-2232,5,1.0,"106,7644217","-6,5642558",Jawa Barat
KILAU GEMILANG OFFICE,Psychologist,"KILAU GEMILANG OFFICE, Jalan Kavling Rancabayongbong, Rancamulya, Kec. Pameungpeuk, Kabupaten Bandung, Jawa Barat 40375, Indonesia",tidak diketahui,+62 813-9569-2527,"4,6",32.0,"107,5952385","-7,0047673",Jawa Barat
Joy Psikologi,Psychologist,"4854+C78 Joy Psikologi, Maja Sel., Kec. Maja, Kabupaten Majalengka, Jawa Barat 45461, Indonesia",tidak diketahui,tidak diketahui,3,1.0,"108,3057127","-6,8914582",Jawa Barat
"TERAPI MENTAL (HYPNO SQ, Sidik Jari Psikologi & Motivator)",Psychologist,"TERAPI MENTAL (HYPNO SQ, Sidik Jari Psikologi & Motivator), Perum Ciharendong Kencana B/24, RT.22/RW.07, Cigintung, Kec. Kuningan, Kabupaten Kuningan, Jawa Barat 45517, Indonesia",http://www.rumahlemt.com/,+62 896-6846-5778,"4,9",116.0,"108,4877781","-6,9593142",Jawa Barat
LPSP3,Psychologist,"JRPJ+HF2 LPSP3, Gedung H lantai dasar Fakultas Psikologi UI, Kampus Baru UI, Pondok Cina, Beji, Depok City, West Java 16424, Indonesia",https://lpsp3.wordpress.com/,+62 813-8001-9780,"4,5",2.0,"106,8311353","-6,3636102",Jawa Barat
Biro Konsultasi Psikologi Progresia Cirebon,Psychologist,"6HW7+VRH Biro Konsultasi Psikologi Progresia Cirebon, Larangan, Harjamukti, Cirebon City, West Java 45141, Indonesia",tidak diketahui,tidak diketahui,4,1.0,"108,5646185","-6,752805",Jawa Barat
CHC CIBUBUR [Lembaga Psikologi KLINIS & Hipnoterapi] ~ WARUNG SEHAT CINTA,Psychologist,"CHC CIBUBUR [Lembaga Psikologi KLINIS & Hipnoterapi] ~ WARUNG SEHAT CINTA, Ruko Little China, Jl. Legenda Wisata jb 18, Cibubur, Kec. Gn. Putri, Kabupaten Bogor, Jawa Barat 16965, Indonesia",tidak diketahui,+62 811-2320-530,5,3.0,"106,9432341","-6,3957737",Jawa Barat
Praktek Biro Psikologi Westaria,Psychotherapist,"Praktek Biro Psikologi Westaria, Perumahan Bukit Indah Residence, Jl. Kolonel Masturi Blk. B No.10A, Cipageran, Kec. Cimahi Utara, Kota Cimahi, Jawa Barat 40511, Indonesia",tidak diketahui,+62 878-1666-3508,5,2.0,"107,5476136","-6,8548332",Jawa Barat
Bandung Counseling Service,Psychologist,"Bandung Counseling Service, Komp. Cikawao Permai, Jl. Cikawao B-11 No.23, Paledang, Kec. Lengkong, Kota Bandung, Jawa Barat 50261, Indonesia",http://bcs2010.20m.com/,+62 22 4262728,"4,6",5.0,"107,6153718","-6,9274317",Jawa Barat
Psikolog Sumedang,Psychologist,tidak diketahui,tidak diketahui,+62 812-2171-8476,5,18.0,"107,9079724","-6,853597",Jawa Barat
Insight Psikotes,Psychologist,"Insight Psikotes, Jl. Antanila I No.9, Cisaranten Kulon, Arcamanik, Bandung City, West Java 40293, Indonesia",tidak diketahui,+62 853-2050-3038,5,2.0,"107,679313","-6,9358457",Jawa Barat
PSIKOTES INDONESIA,Psychologist,"PSIKOTES INDONESIA, The Green Sariwangi tahap 2, No.8, RT.2/RW.11, Sariwangi, Kec. Parongpong, Kabupaten Bandung Barat, Jawa Barat 40559, Indonesia",https://www.psikotesindonesia.site/,+62 831-8500-0925,5,1.0,"107,5736645","-6,8571763",Jawa Barat
"Praktek Psikolog - Bandung Psychological Health Care (layanan Psikolog anak, remaja, dewasa)",Psychologist,"Praktek Psikolog - Bandung Psychological Health Care (layanan Psikolog anak, remaja, dewasa), Jl. Kolonel Masturi No.331 RT.001/006, Kertawangi, Kec. Cisarua, Kabupaten Bandung Barat, Jawa Barat 40551, Indonesia",tidak diketahui,+62 813-2070-8401,5,10.0,"107,5733801","-6,7975133",Jawa Barat
Praktek Psikolog Bogor,Mental health clinic,"Praktek Psikolog Bogor, Perumahan Green dramaga residence Jl. Tegal Waru Blok B.17, Tegal Waru, Kec. Ciampea, Kabupaten Bogor, Jawa Barat 16620, Indonesia",tidak diketahui,+62 813-1674-1975,"4,9",15.0,"106,6997017","-6,5642775",Jawa Barat
Taman Bintang - psikologi dan Terapi Anak,Psychologist,"Taman Bintang - psikologi dan Terapi Anak, Jl. MT. Haryono No.685 C, Wonodri, Semarang Selatan, Semarang City, Central Java 50242, Indonesia",tidak diketahui,+62 811-2713-454,"4,8",184.0,"110,4322416","-6,999246",Jawa Tengah
"Praktik Psikolog Mandiri Christina Irnawati S.Psi., M.Psi.,Psikolog.,CH.,CT",Psychologist,"Praktik Psikolog Mandiri Christina Irnawati S.Psi., M.Psi.,Psikolog.,CH.,CT, Jl. Kapten Dr. Prakosa Bayan Krajan, RT.05/RW.15, Kadipiro, Banjarsari, Surakarta City, Central Java 57136, Indonesia",tidak diketahui,+62 877-5171-3387,"4,9",39.0,"110,8147594","-7,5280276",Jawa Tengah
"SINERGI ""Rumah Pelayanan Psikologi""",Psychologist,"SINERGI ""Rumah Pelayanan Psikologi"", Jl. Tentara Pelajar No.235, Rw. III, Kliwonan, Kec. Banyuurip, Kabupaten Purworejo, Jawa Tengah 54171, Indonesia",tidak diketahui,+62 812-2654-9010,"4,9",85.0,"109,9787387","-7,7281521",Jawa Tengah
Praktek Psikolog Setiyo Purwanto MSi.,Psychologist,"Praktek Psikolog Setiyo Purwanto MSi., Gg. Salak 9 Jl. Topesan, RT.2/RW1, Dusun I, Gumpang, Kec. Kartasura, Kabupaten Sukoharjo, Jawa Tengah 57169, Indonesia",http://praktekpsiko.blogspot.co.id/,+62 271 7451123,"4,9",61.0,"110,7502336","-7,5671969",Jawa Tengah
"Semarang Hipnoterapi Psikolog klinis - Ihfan N Saputro, S.Psi., M.Psi., Psikolog., C.Ht., NNLP - Binar Kalbu Psikologi",Psychologist,"Semarang Hipnoterapi Psikolog klinis - Ihfan N Saputro, S.Psi., M.Psi., Psikolog., C.Ht., NNLP - Binar Kalbu Psikologi, Jl. WR. Supratman X No.27, RT.01/RW.12, Gisikdrono, Kec. Semarang Barat, Kota Semarang, Jawa Tengah 50149, Indonesia",http://binarkalbupsikologi.carrd.co/,+62 895-3599-47727,5,600.0,"110,3866674","-6,9952975",Jawa Tengah
Yayasan Praktek Psikolog Indonesia Cabang Semarang,Psychologist,"Yayasan Praktek Psikolog Indonesia Cabang Semarang, A+ Room, Jl. Durian Raya No.5, Srondol Wetan, Banyumanik, Semarang City, Central Java 50263, Indonesia",http://www.praktekpsikolog.com/,+62 878-8718-4585,5,4.0,"110,4177863","-7,061936",Jawa Tengah
Klinik Psikolog Vira,Psychologist,"Klinik Psikolog Vira, Emerald Garden Blok A11/19, Kota Semarang, Jawa Tengah, Indonesia",https://klinikpsikologvira.com/,tidak diketahui,5,43.0,"110,4664872","-7,0592855",Jawa Tengah
Pusat Psikologi Terapan Unika Soegijapranata,Psychologist,"Pusat Psikologi Terapan Unika Soegijapranata, Jl. Pawiyatan Luhur IV No.1, Tinjomoyo, Banyumanik, Semarang City, Central Java 50172, Indonesia",tidak diketahui,+62 24 86457912,"4,4",36.0,"110,4039","-7,0244728",Jawa Tengah
Layanan Psikologi Rumah Mentari,Psychologist,"Layanan Psikologi Rumah Mentari, Jl. Panda Utara I No.4, Palebon, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50246, Indonesia",tidak diketahui,+62 813-4320-9695,"4,9",122.0,"110,4642393","-7,0034113",Jawa Tengah
Jasa Layanan Psikologi Psikocare,Psychologist,"Jasa Layanan Psikologi Psikocare, Jl. Kauman Raya No.31b, Palebon, Pedurungan, Semarang City, Central Java 50246, Indonesia",tidak diketahui,+62 877-8440-0017,5,14.0,"110,4604319","-7,004893",Jawa Tengah
Veny Mulyani & Partners Clinic - Praktek Psikolog,Psychologist,"Veny Mulyani & Partners Clinic - Praktek Psikolog, Jl. Kr. Rejo Raya No.10, Banyumanik, Semarang City, Central Java 50263, Indonesia",http://venymulyaniandpartnersclinic.com/,+62 821-1951-8717,5,30.0,"110,4145668","-7,0746131",Jawa Tengah
Praktik Psikolog Auliya Ulil (Paradigma Self Development Center),Psychologist,"Praktik Psikolog Auliya Ulil (Paradigma Self Development Center), Jl. Raya Sraten No.59, Sraten Tiga, Gedangan, Tuntang, Semarang Regency, Central Java 50773, Indonesia",https://www.instagram.com/auliyaui/,+62 812-1572-3997,"4,8",18.0,"110,4674347","-7,3201038",Jawa Tengah
Praktek Psikolog Spirit Psychology Center Semarang,Psychologist,"Praktek Psikolog Spirit Psychology Center Semarang, Jl. Drupadi No.2A/2, Plombokan, Semarang Utara, Semarang City, Central Java 50171, Indonesia",http://www.spiritpsychologycenter.com/,+62 882-2899-8101,5,5.0,"110,4092054","-6,9715969",Jawa Tengah
Praktek Psikolog Indonesia Surakarta,Psychologist,"Praktek Psikolog Indonesia Surakarta, El Samara Office, Jl. Wora Wari No.3, Sriwedari, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57141, Indonesia",https://praktekpsikolog.com/,+62 878-8718-4585,"4,7",11.0,"110,8133448","-7,5650865",Jawa Tengah
Envilia Psychology,Psychologist,"Envilia Psychology, Jl. Durian Raya No.50, Srondol Wetan, Banyumanik, Semarang City, Central Java 50263, Indonesia",http://enviliapsychology.com/,+62 817-7000-5050,5,10.0,"110,4185254","-7,0617411",Jawa Tengah
Lembaga Psikologi QQNuansa Consultant,Psychologist,"Lembaga Psikologi QQNuansa Consultant, Cluster Satria Medono Blok E No.10, Medono, Kec. Pekalongan Bar., Kota Pekalongan, Jawa Tengah 51111, Indonesia",tidak diketahui,+62 878-1330-8092,"4,9",173.0,"109,6580138","-6,8965776",Jawa Tengah
Terapi Tumbuh Kembang Anak Tegal dan Layanan Psikolog Tegal,Psychotherapist,"Terapi Tumbuh Kembang Anak Tegal dan Layanan Psikolog Tegal, Jalan Professor Muhammad Yamin No.64, Kudaile, Kec. Slawi, Kabupaten Tegal, Jawa Tengah 52413, Indonesia",tidak diketahui,+62 823-2292-2695,5,14.0,"109,1348409","-6,9727499",Jawa Tengah
"Praktik Psikolog Mellyana Setyowati,M.Psi,Psikolog",Psychologist,"Praktik Psikolog Mellyana Setyowati,M.Psi,Psikolog, Gambiran, Cemani, Kec. Grogol, Kabupaten Sukoharjo, Jawa Tengah 57552, Indonesia",https://instagram.com/cahaya.psikologi?igshid=YmMyMTA2M2Y=,+62 856-4215-6845,5,13.0,"110,8015409","-7,5723564",Jawa Tengah
Biro Psikologi PROAKTIF,Psychologist,"H6X9+64V Biro Psikologi PROAKTIF, Jl. Raya Beji Karangsalam, Dusun III, Karangsalam Kidul, Kedungbanteng, Banyumas Regency, Central Java 53152, Indonesia",tidak diketahui,+62 851-5923-3079,5,36.0,"109,2178013","-7,4018764",Jawa Tengah
RUMAH PSIKOLOG,Psychologist,"RUMAH PSIKOLOG, Jl. Dinar Asri No.6 Blok L9, Meteseh, Kec. Tembalang, Kota Semarang, Jawa Tengah 50271, Indonesia",tidak diketahui,+62 895-3596-87088,5,34.0,"110,4673312","-7,0609992",Jawa Tengah
"Praktik Psikolog Pekalongan-Immatulfathina P., S.Psi., M.Psi., Psikolog",Psychologist,"Praktik Psikolog Pekalongan-Immatulfathina P., S.Psi., M.Psi., Psikolog, Perum. Kebulen Indah Blok E.1, Kebulen, Kec. Pekalongan Bar., Kota Pekalongan, Jawa Tengah 51112, Indonesia",https://instagram.com/temanbertumbuh_psikologi?igshid=YmMyMTA2M2Y=,+62 878-8863-6349,5,34.0,"109,6722898","-6,9089611",Jawa Tengah
Praktik Psikolog Mahasri Shobabiya,Psychologist,"Praktik Psikolog Mahasri Shobabiya, Suratmanan, RT 07, RW.03, Kranggan, Kabupaten Klaten, Jawa Tengah 57474, Indonesia",tidak diketahui,+62 857-2885-3034,5,11.0,"110,6817084","-7,6089958",Jawa Tengah
Psynergy (Layanan Psikologi&Tumbuh Kembang),Psychologist,"Psynergy (Layanan Psikologi&Tumbuh Kembang), Jl. Lamongan Bar. VI No.18, Sampangan, Kec. Gajahmungkur, Kota Semarang, Jawa Tengah 50232, Indonesia",https://psynergy.web.id/,+62 822-2685-2200,5,36.0,"110,3934621","-7,011466",Jawa Tengah
"Praktik Psikolog Mandiri Amanda Angela S.Psi., M.Psi., Psikolog. (Psikolog Klinis Anak)",Psychologist,"Praktik Psikolog Mandiri Amanda Angela S.Psi., M.Psi., Psikolog. (Psikolog Klinis Anak), Jl. Jagalan Malang No.382, Gabahan, Semarang Tengah, Semarang City, Central Java 50135, Indonesia",tidak diketahui,+62 838-9991-7887,5,2.0,"110,4280472","-6,979761",Jawa Tengah
N-ergy Psychology Center Ungaran,Psychologist,"N-ergy Psychology Center Ungaran, Jl. MT. Hariyono No.9, Dliwang, Ungaran, Ungaran Barat, Semarang Regency, Central Java 50518, Indonesia",tidak diketahui,+62 858-8521-6688,"4,9",12.0,"110,409949","-7,1290431",Jawa Tengah
KENCANA PSIKOLOGI Consulting ( CAPING),Psychologist,"KENCANA PSIKOLOGI Consulting ( CAPING), Jl. Rm said no 15 Geneng, RT.02/RW.06, Tegalgede, Kec. Karanganyar, Kabupaten Karanganyar, Jawa Tengah 57714, Indonesia",tidak diketahui,+62 812-1576-676,5,1.0,"110,9574693","-7,6019115",Jawa Tengah
Psychology Clinic,Mental health clinic,"2C44+5WQ Psychology Clinic, Randusari, Semarang Selatan, Semarang City, Central Java 50244, Indonesia",tidak diketahui,tidak diketahui,"4,5",2.0,"110,4073635","-6,9945315",Jawa Tengah
LPT CINDO,Psychologist,"LPT CINDO, Jl. Blewah Raya II No.11, Karangasem, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57145, Indonesia",tidak diketahui,+62 851-0009-2393,"4,7",189.0,"110,7759374","-7,5497426",Jawa Tengah
Biro Psikologi Terapan Jepara (PERSONALITA),Psychologist,"Biro Psikologi Terapan Jepara (PERSONALITA), Perum Kuwasharjo blok H, no H84, Kuwasen X, Kuwasen, Kec. Jepara, Kabupaten Jepara, Jawa Tengah 59431, Indonesia",tidak diketahui,+62 823-2928-5747,5,24.0,"110,6922449","-6,5807826",Jawa Tengah
Klinik Psikologi Gama,Psychologist,"Klinik Psikologi Gama, Jl Tulus Harapan B, XI Blk. C No.7, Sendangmulyo, Kec. Tembalang, Kota Semarang, Jawa Tengah 50272, Indonesia",tidak diketahui,+62 812-2951-9509,5,5.0,"110,471179","-7,035984",Jawa Tengah
WASKITA - Biro Konsultan Psikologi,Psychologist,"WASKITA - Biro Konsultan Psikologi, Jl. Monumen 45 No.12, Setabelan, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57133, Indonesia",http://www.waskita.net/,+62 822-4216-6729,"4,9",689.0,"110,8272065","-7,5608882",Jawa Tengah
Biro Psikologi Metafora,Psychologist,"Biro Psikologi Metafora, Jl. Kh. Agus Salim No.28, Karangpucung, Purwokerto Selatan, Banyumas Regency, Central Java 53142, Indonesia",tidak diketahui,+62 281 632648,"3,9",15.0,"109,2361784","-7,4443731",Jawa Tengah
Teman Tumbuh Psikologi,Psychologist,"Teman Tumbuh Psikologi, PURI KAHURIPAN 1 No.15 BLOK C, Sawah, Jati, Kec. Jaten, Kabupaten Karanganyar, Jawa Tengah 57771, Indonesia",https://www.instagram.com/official.temantumbuh?igsh=YjBzYWd0a215MmZ1,+62 813-9075-5345,"4,8",18.0,"110,9246228","-7,5922593",Jawa Tengah
Praktek Psikolog Lia Sopiyani,Psychologist,"Praktek Psikolog Lia Sopiyani, Talang Kidul, RT.01/RW.03, Talang, Kec. Bayat, Kabupaten Klaten, Jawa Tengah 57462, Indonesia",tidak diketahui,+62 821-3331-7771,5,18.0,"110,6755625","-7,7540625",Jawa Tengah
Yayasan Praktek Psikolog Indonesia Cabang Salatiga,Psychologist,"Yayasan Praktek Psikolog Indonesia Cabang Salatiga, Jl. Marditomo No.35c, Sidorejo Kidul, Kec. Tingkir, Kota Salatiga, Jawa Tengah 50741, Indonesia",http://www.praktekpsikolog.com/,+62 812-1345-8601,"4,7",3.0,"110,5200166","-7,3382395",Jawa Tengah
"CRYSTAL Psychology | Pusat Layanan Psikologi, Psikotes, dan Psikoterapi Kota Tegal",Psychologist,"CRYSTAL Psychology | Pusat Layanan Psikologi, Psikotes, dan Psikoterapi Kota Tegal, Sapphire Estate Jl. Dr. Wahidin Sudirohusodo No.18 Blok D-18, Pesurungan Lor, Kec. Margadana, Kota Tegal, Jawa Tengah 52147, Indonesia",tidak diketahui,+62 812-2958-1288,5,49.0,"109,1142525","-6,8701332",Jawa Tengah
Dialogika - CRYSTAL | Pusat Konsultasi Psikologi Tegal,Mental health clinic,"Dialogika - CRYSTAL | Pusat Konsultasi Psikologi Tegal, Sapphire Estate Jl. Dr. Wahidin Sudirohusodo No.18 blok D 18, Pesurungan Lor, Kec. Margadana, Kota Tegal, Jawa Tengah 52147, Indonesia",https://ferdialogika.wixsite.com/dialogikaconsulting,+62 812-2958-1288,"4,5",8.0,"109,1142525","-6,8701332",Jawa Tengah
Lembaga Psikologi Dian Cetta,Psychologist,"Lembaga Psikologi Dian Cetta, Perumahan Sapphire Town House, Jl. DR. Soetomo Blok A-5, Griya Prajamukti, Kalisapu, Kec. Slawi, Kabupaten Tegal, Jawa Tengah 52416, Indonesia",https://instagram.com/diancetta_psikologi?igshid=NTc4MTIwNjQ2YQ==,+62 822-2019-3030,5,12.0,"109,123545","-6,9941547",Jawa Tengah
"Dwi Indri Dinasari, M.Psi., Psikolog",Psychologist,"Dwi Indri Dinasari, M.Psi., Psikolog, Jl. Soponyono III No.26, Jetis Barat, Purwodadi, Grobogan Regency, Central Java 58111, Indonesia",tidak diketahui,+62 822-2000-0439,"4,8",15.0,"110,9123281","-7,0869508",Jawa Tengah
"Praktek psikolog - Dinda Surya.P. S.Psi.,M.Psi.,Psikolog",Psychologist,"Praktek psikolog - Dinda Surya.P. S.Psi.,M.Psi.,Psikolog, Jl. Taman Lamongan I No.12, Bendan Ngisor, Kec. Gajahmungkur, Kota Semarang, Jawa Tengah 50233, Indonesia",https://psikologsemarang.com/,tidak diketahui,5,11.0,"110,3965564","-7,0121735",Jawa Tengah
"ARCHANA Biro Psikologi, Riset, Training, Konsultan",Psychologist,"ARCHANA Biro Psikologi, Riset, Training, Konsultan, Jl. Kembang Kemuning RW No.2, RW.RT7/14, Puntukrejo, Ngringo, Jaten, Karanganyar Regency, Central Java 57772, Indonesia",https://linktr.ee/biropsikologiarchana,+62 831-2872-2444,5,18.0,"110,8765769","-7,5558083",Jawa Tengah
Bina Insani Biro Konsultasi Psikologi Dan Gangguan Bicara,Psychologist,"Bina Insani Biro Konsultasi Psikologi Dan Gangguan Bicara, Perum Jati Indah No.123, Jl. R. Agil Kusumadya, Getas, Getas Pejaten, Jati, Kudus Regency, Central Java 59343, Indonesia",tidak diketahui,+62 291 3315123,"4,3",3.0,"110,8365289","-6,8225136",Jawa Tengah
Mitra Psychology Consultant,Psychologist,"Mitra Psychology Consultant, Jl. Kedungmundu No.17, Kedungmundu, Tembalang, Semarang City, Central Java 50273, Indonesia",tidak diketahui,+62 815-7637-757,5,5.0,"110,4622099","-7,0230219",Jawa Tengah
"PSIKOLOG KLINIS Mirza Adi Prabowo, M.Psi., Psikolog",Psychologist,"PSIKOLOG KLINIS Mirza Adi Prabowo, M.Psi., Psikolog, Dusun Cengan, RT.01/RW.12 No.458, Cenggang, Sedayu, Sapuran, Wonosobo Regency, Central Java 56373, Indonesia",http://www.mirzaadi.my.id/,+62 812-2997-2989,5,15.0,"109,9699459","-7,4393625",Jawa Tengah
ARKATAMA - Layanan Psikologi dan Bimbingan Belajar,Psychologist,"ARKATAMA - Layanan Psikologi dan Bimbingan Belajar, Jl. Sendang Mawar, Sendangguwo, Kec. Tembalang, Kota Semarang, Jawa Tengah 20573, Indonesia",tidak diketahui,+62 813-6444-8060,5,7.0,"110,462992","-7,01569",Jawa Tengah
Lembaga Psikologi & Psikometri RSF Wonogiri,Psychologist,"Lembaga Psikologi & Psikometri RSF Wonogiri, Jalan Gurami III Nomor 04 Wuryorejo Wonogiri, Donoharjo, Wuryorejo, Kec. Wonogiri, Kabupaten Wonogiri, Jawa Tengah 57614, Indonesia",tidak diketahui,+62 856-4705-5111,5,1.0,"110,916941","-7,833325",Jawa Tengah
Biro Psikologi Rajawali Putra Mandiri,Psychologist,"Biro Psikologi Rajawali Putra Mandiri, Jl. Kembang Joyo No.28, Ngembleb, Kutoharjo, Kec. Pati, Kabupaten Pati, Jawa Tengah 59118, Indonesia",tidak diketahui,+62 813-9243-0687,5,1.0,"111,0463541","-6,74733",Jawa Tengah
